_id,city,state,country,weather_ts,weather_ic,weather_hu,weather_pr,weather_tp,weather_wd,weather_ws,pollution_ts,pollution_aqius,pollution_mainus,pollution_aqicn,pollution_maincn
68487444557f4a50575cfaae,Bornheim,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,64,1015,20,290,7.72,2025-06-10T15:00:00.000Z,74,p2,31,p2
68487444557f4a50575cfaaf,Bottrop,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,82,1015,16,254,4.8,2025-06-10T14:00:00.000Z,71,p2,29,p2
68487444557f4a50575cfab0,Buende,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,87,1013,15,234,6.71,2025-06-10T14:00:00.000Z,90,p2,43,p2
68487444557f4a50575cfab1,Bueren,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,87,1014,14,270,3.09,2025-06-10T15:00:00.000Z,74,p2,31,p2
68487444557f4a50575cfab2,Datteln,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,10d,81,1015,15,351,1.34,2025-06-10T14:00:00.000Z,71,p2,29,p2
68487444557f4a50575cfab3,Dortmund,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,10d,77,1015,16,230,5.14,2025-06-10T14:00:00.000Z,73,p2,30,p2
68487444557f4a50575cfab4,Drolshagen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,75,1015,17,278,0.89,2025-06-10T15:00:00.000Z,69,p2,26,p2
68487444557f4a50575cfab5,Duesseldorf-Pempelfort,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,70,1015,17,270,7.2,2025-06-10T14:00:00.000Z,64,p2,23,p2
68487444557f4a50575cfab6,Duisburg,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,73,1015,17,270,7.2,2025-06-10T14:00:00.000Z,65,p2,25,p1
68487444557f4a50575cfab7,Dusseldorf,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,71,1015,17,270,7.2,2025-06-10T14:00:00.000Z,69,p2,27,p2
68487444557f4a50575cfab8,Essen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,81,1015,16,292,2.24,2025-06-10T14:00:00.000Z,68,p2,26,p2
68487444557f4a50575cfab9,Frechen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,65,1016,20,270,8.23,2025-06-10T15:00:00.000Z,59,p2,19,p2
68487444557f4a50575cfaba,Gelsenkirchen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,83,1015,16,292,2.24,2025-06-10T14:00:00.000Z,71,p2,29,p2
68487444557f4a50575cfabb,Hagen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,83,1015,16,225,1.34,2025-06-10T14:00:00.000Z,73,p2,30,p2
68487444557f4a50575cfabc,Hattingen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,10d,81,1015,16,292,2.24,2025-06-10T14:00:00.000Z,68,p2,26,p2
68487444557f4a50575cfabd,Hennef,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,56,1015,20,280,8.75,2025-06-10T15:00:00.000Z,74,p2,31,p2
68487444557f4a50575cfabe,Herford,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,90,1013,14,254,7.09,2025-06-10T15:00:00.000Z,45,p2,12,p2
68487444557f4a50575cfabf,Holzwickede,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,10d,79,1015,16,250,4.63,2025-06-10T15:00:00.000Z,70,p2,28,p2
68487444557f4a50575cfac0,Hurth,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,65,1015,20,270,8.23,2025-06-10T14:00:00.000Z,66,p2,24,p2
68487444557f4a50575cfac1,Kempen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,75,1015,17,270,4.12,2025-06-10T15:00:00.000Z,64,p2,23,p2
68487444557f4a50575cfac2,Koln,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,66,1016,20,280,8.75,2025-06-10T14:00:00.000Z,67,p2,25,p2
68487444557f4a50575cfac3,Krefeld,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,71,1016,18,270,7.2,2025-06-10T14:00:00.000Z,70,p2,28,p2
68487444557f4a50575cfac4,Leverkusen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,68,1015,20,286,4.66,2025-06-10T14:00:00.000Z,65,p2,24,p2
68487444557f4a50575cfac5,Luedenscheid,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,90,1015,14,360,0.45,2025-06-10T14:00:00.000Z,62,p2,21,p2
68487444557f4a50575cfac6,Lunen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,10d,78,1015,16,250,4.63,2025-06-10T14:00:00.000Z,58,p2,20,p1
68487444557f4a50575cfac7,Meerbusch,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,71,1016,18,270,7.2,2025-06-10T15:00:00.000Z,71,p2,29,p2
68487444557f4a50575cfac8,Mettingen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,87,1013,14,258,7.68,2025-06-10T13:00:00.000Z,58,p2,18,p2
68487444557f4a50575cfac9,Monchengladbach,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,74,1016,18,270,4.12,2025-06-10T15:00:00.000Z,68,p2,26,p2
68487444557f4a50575cfaca,Mulheim,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,71,1016,17,270,7.2,2025-06-10T14:00:00.000Z,66,p2,24,p2
68487444557f4a50575cfacb,Munster,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,50d,92,1014,16,250,6.69,2025-06-10T14:00:00.000Z,73,p2,30,p2
68487444557f4a50575cfacc,Netphen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,78,1014,16,271,5.67,2025-06-10T14:00:00.000Z,55,p2,16,p2
68487444557f4a50575cfacd,Nettetal,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,77,1015,18,246,4.02,2025-06-10T14:00:00.000Z,68,p2,26,p2
68487444557f4a50575cface,Niederzier,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,71,1015,19,276,6,2025-06-10T14:00:00.000Z,66,p2,24,p2
68487444557f4a50575cfacf,Oberhausen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,79,1016,17,264,6.06,2025-06-10T14:00:00.000Z,69,p2,27,p2
68487444557f4a50575cfad0,Ratingen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,70,1015,18,270,7.2,2025-06-10T15:00:00.000Z,65,p2,24,p2
68487444557f4a50575cfad1,Recklinghausen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,10d,83,1015,15,270,3.58,2025-06-10T15:00:00.000Z,71,p2,29,p2
68487444557f4a50575cfad2,Schwerte,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,10d,80,1015,15,250,4.63,2025-06-10T14:00:00.000Z,69,p2,28,p1
68487444557f4a50575cfad3,Simmerath,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,77,1016,16,290,4.12,2025-06-10T14:00:00.000Z,62,p2,21,p2
68487444557f4a50575cfad4,Soest,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,10d,75,1015,17,262,5.88,2025-06-10T14:00:00.000Z,64,p2,23,p2
68487444557f4a50575cfad5,Solingen,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,76,1015,18,273,4.33,2025-06-10T14:00:00.000Z,56,p2,20,p1
68487444557f4a50575cfad6,Telgte,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,92,1014,16,240,6.69,2025-06-10T15:00:00.000Z,65,p2,24,p2
68487444557f4a50575cfad7,Titz,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,76,1015,18,278,5.36,2025-06-10T14:00:00.000Z,62,p2,21,p2
68487444557f4a50575cfad8,Unna,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,10d,79,1015,16,250,4.63,2025-06-10T14:00:00.000Z,66,p2,24,p2
68487444557f4a50575cfad9,Warstein,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,79,1015,15,265,5.52,2025-06-10T14:00:00.000Z,66,p2,35,p1
68487444557f4a50575cfada,Wegberg,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,73,1016,18,270,4.12,2025-06-10T15:00:00.000Z,73,p2,30,p2
68487444557f4a50575cfadb,Wesel,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,74,1015,17,268,7.25,2025-06-10T14:00:00.000Z,68,p2,26,p2
68487444557f4a50575cfadc,Wuppertal,Nordrhein-Westfalen,Germany,2025-06-10T15:00:00.000Z,04d,88,1015,16,267,4.39,2025-06-10T14:00:00.000Z,68,p2,26,p2
68487444557f4a50575cfadd,Bad Kreuznach,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,47,1015,25,265,7.01,2025-06-10T14:00:00.000Z,60,p2,33,o3
68487444557f4a50575cfade,Bingen am Rhein,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,45,1015,25,265,6.92,2025-06-10T15:00:00.000Z,82,p2,37,p2
68487444557f4a50575cfadf,Diez,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,55,1015,23,286,5.29,2025-06-10T15:00:00.000Z,94,p2,46,p2
68487444557f4a50575cfae0,Dunzweiler,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,49,1016,22,180,1.79,2025-06-10T14:00:00.000Z,60,p2,35,o3
68487444557f4a50575cfae1,Gondenbrett,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,61,1017,17,283,6.53,2025-06-10T14:00:00.000Z,60,p2,29,o3
68487444557f4a50575cfae2,Herdorf,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,02d,65,1014,19,270,6.69,2025-06-10T14:00:00.000Z,68,p2,30,p1
68487444557f4a50575cfae3,Kaiserslautern,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,47,1016,23,259,6.5,2025-06-10T15:00:00.000Z,69,p2,35,o3
68487444557f4a50575cfae4,Kehrig,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,54,1015,21,270,6.17,2025-06-10T15:00:00.000Z,90,p2,43,p2
68487444557f4a50575cfae5,Koblenz,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,55,1015,21,287,5.24,2025-06-10T14:00:00.000Z,72,p2,30,o3
68487444557f4a50575cfae6,Landau in der Pfalz,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,40,1016,25,180,2.68,2025-06-10T15:00:00.000Z,75,p2,31,p2
68487444557f4a50575cfae7,Ludwigshafen am Rhein,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,01d,40,1016,25,230,5.14,2025-06-10T14:00:00.000Z,76,p2,32,p2
68487444557f4a50575cfae8,Mainz,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,41,1015,25,250,5.36,2025-06-10T14:00:00.000Z,66,p2,35,o3
68487444557f4a50575cfae9,Mayen,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,58,1015,21,282,6.2,2025-06-10T15:00:00.000Z,84,p2,39,p2
68487444557f4a50575cfaea,Merzalben,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,40,1016,25,262,5.93,2025-06-10T14:00:00.000Z,66,p2,35,o3
68487444557f4a50575cfaeb,Montabaur,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,57,1014,21,292,5.51,2025-06-10T14:00:00.000Z,86,p2,40,p2
68487444557f4a50575cfaec,Neuwied,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,66,1015,21,292,5.66,2025-06-10T14:00:00.000Z,73,p2,34,p1
68487444557f4a50575cfaed,Nieder-Olm,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,48,1015,25,280,4.63,2025-06-10T15:00:00.000Z,67,p2,25,p2
68487444557f4a50575cfaee,Pirmasens,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,47,1017,23,262,5.85,2025-06-10T14:00:00.000Z,58,p2,34,o3
68487444557f4a50575cfaef,Schifferstadt,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,01d,36,1015,25,230,6.17,2025-06-10T15:00:00.000Z,75,p2,31,p2
68487444557f4a50575cfaf0,Siesbach,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,52,1015,22,100,2.68,2025-06-10T14:00:00.000Z,60,p2,34,o3
68487444557f4a50575cfaf1,Speyer,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,01d,34,1016,26,230,5.14,2025-06-10T14:00:00.000Z,77,p2,35,o3
68487444557f4a50575cfaf2,Trier,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,47,1016,23,255,6.2,2025-06-10T14:00:00.000Z,77,p2,33,p2
68487444557f4a50575cfaf3,Wissen,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,70,1015,18,283,6.55,2025-06-10T15:00:00.000Z,84,p2,39,p2
68487444557f4a50575cfaf4,Worms,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,43,1015,25,260,4.02,2025-06-10T14:00:00.000Z,81,p2,36,p2
68487444557f4a50575cfaf5,Worth am Rhein,Rheinland-Pfalz,Germany,2025-06-10T15:00:00.000Z,04d,47,1016,25,339,1.34,2025-06-10T14:00:00.000Z,64,p2,37,o3
68487444557f4a50575cfaf6,Dillingen,Saarland,Germany,2025-06-10T15:00:00.000Z,04d,56,1017,24,280,5.74,2025-06-10T14:00:00.000Z,64,p2,23,p2
68487444557f4a50575cfaf7,Lebach,Saarland,Germany,2025-06-10T15:00:00.000Z,04d,57,1016,23,273,5.78,2025-06-10T15:00:00.000Z,60,p2,20,p2
68487444557f4a50575cfaf8,Ottweiler,Saarland,Germany,2025-06-10T15:00:00.000Z,04d,48,1016,23,296,4.47,2025-06-10T14:00:00.000Z,62,p2,30,p1
68487444557f4a50575cfaf9,Rehlingen-Siersburg,Saarland,Germany,2025-06-10T15:00:00.000Z,04d,66,1017,23,277,6.2,2025-06-10T14:00:00.000Z,56,p2,19,p1
68487444557f4a50575cfafa,Saarbrucken,Saarland,Germany,2025-06-10T15:00:00.000Z,01d,46,1017,24,260,7.2,2025-06-10T14:00:00.000Z,60,p2,21,p1
68487444557f4a50575cfafb,Saarlouis,Saarland,Germany,2025-06-10T15:00:00.000Z,04d,54,1017,24,279,5.37,2025-06-10T14:00:00.000Z,55,p2,18,p1
68487444557f4a50575cfafc,Volklingen,Saarland,Germany,2025-06-10T15:00:00.000Z,01d,49,1017,24,260,7.72,2025-06-10T14:00:00.000Z,67,p2,26,p1
68487444557f4a50575cfafd,Annaberg-Buchholz,Saxony,Germany,2025-06-10T15:00:00.000Z,04d,63,1015,17,217,2.68,2025-06-10T14:00:00.000Z,53,p2,29,o3
68487444557f4a50575cfafe,Bautzen,Saxony,Germany,2025-06-10T15:00:00.000Z,10d,60,1014,21,254,4.49,2025-06-10T14:00:00.000Z,55,p2,29,o3
68487444557f4a50575cfaff,Cavertitz,Saxony,Germany,2025-06-10T15:00:00.000Z,04d,62,1013,20,240,5.36,2025-06-10T14:00:00.000Z,44,p2,12,p2
68487444557f4a50575cfb00,Dresden,Saxony,Germany,2025-06-10T15:00:00.000Z,10d,69,1013,21,250,5.36,2025-06-10T15:00:00.000Z,79,p2,34,p2
68487444557f4a50575cfb01,Eibenstock,Saxony,Germany,2025-06-10T15:00:00.000Z,10d,77,1012,13,233,7.6,2025-06-10T14:00:00.000Z,58,p2,36,o3
68487444557f4a50575cfb02,Goerlitz,Saxony,Germany,2025-06-10T15:00:00.000Z,04d,55,1014,21,244,1.79,2025-06-10T14:00:00.000Z,58,p2,21,n2
68487444557f4a50575cfb03,Klingenthal,Saxony,Germany,2025-06-10T15:00:00.000Z,10d,77,1014,15,249,5.11,2025-06-10T14:00:00.000Z,55,p2,22,p1
68487444557f4a50575cfb04,Leipzig,Saxony,Germany,2025-06-10T15:00:00.000Z,10d,58,1012,19,220,6.17,2025-06-10T15:00:00.000Z,86,p2,40,p2
68487444557f4a50575cfb05,Lohmen,Saxony,Germany,2025-06-10T15:00:00.000Z,10d,68,1014,21,279,0.89,2025-06-10T15:00:00.000Z,65,p2,23,p2
68487444557f4a50575cfb06,Neudorf,Saxony,Germany,2025-06-10T15:00:00.000Z,10d,62,1014,16,240,8.94,2025-06-10T15:00:00.000Z,97,p2,49,p2
68487444557f4a50575cfb07,Niesky,Saxony,Germany,2025-06-10T15:00:00.000Z,10d,59,1014,22,264,4.4,2025-06-10T14:00:00.000Z,53,p2,31,o3
68487444557f4a50575cfb08,Olbernhau,Saxony,Germany,2025-06-10T15:00:00.000Z,04d,59,1014,18,258,5.01,2025-06-10T15:00:00.000Z,88,p2,41,p2
68487444557f4a50575cfb09,Oschatz,Saxony,Germany,2025-06-10T15:00:00.000Z,10d,62,1013,20,250,5.59,2025-06-10T14:00:00.000Z,50,p2,30,o3
68487444557f4a50575cfb0a,Plauen,Saxony,Germany,2025-06-10T15:00:00.000Z,04d,60,1013,20,230,6.75,2025-06-10T14:00:00.000Z,56,p2,21,p1
68487444557f4a50575cfb0b,Riesa,Saxony,Germany,2025-06-10T15:00:00.000Z,10d,62,1013,20,240,5.36,2025-06-10T15:00:00.000Z,66,p2,32,o3
68487444557f4a50575cfb0c,Schwartenberg,Saxony,Germany,2025-06-10T15:00:00.000Z,04d,59,1014,17,258,4.96,2025-06-10T14:00:00.000Z,53,p2,34,o3
68487444557f4a50575cfb0d,Tannenbergsthal,Saxony,Germany,2025-06-10T15:00:00.000Z,10d,77,1013,15,242,5.44,2025-06-10T15:00:00.000Z,92,p2,44,p2
68487444557f4a50575cfb0e,Stapelburg,Saxony-Anhalt,Germany,2025-06-10T15:00:00.000Z,10d,86,1013,14,259,4.8,2025-06-10T15:00:00.000Z,88,p2,41,p2
68487444557f4a50575cfb0f,Belau,Schleswig-Holstein,Germany,2025-06-10T15:00:00.000Z,10d,97,1007,13,233,6.56,2025-06-10T14:00:00.000Z,76,p2,32,p2
68487444557f4a50575cfb10,Brunsbüttel,Schleswig-Holstein,Germany,2025-06-10T15:00:00.000Z,04d,86,1008,15,266,7.87,2025-06-10T14:00:00.000Z,61,p2,20,p2
68487444557f4a50575cfb11,Eggebek,Schleswig-Holstein,Germany,2025-06-10T15:00:00.000Z,10d,78,1006,15,260,8.23,2025-06-10T14:00:00.000Z,59,p2,19,p2
68487444557f4a50575cfb12,Flensburg,Schleswig-Holstein,Germany,2025-06-10T15:00:00.000Z,04d,95,1006,14,254,4.7,2025-06-10T14:00:00.000Z,56,p2,17,p2
68487444557f4a50575cfb13,Itzehoe,Schleswig-Holstein,Germany,2025-06-10T15:00:00.000Z,04d,94,1008,14,250,6.54,2025-06-10T14:00:00.000Z,74,p2,31,p2
68487444557f4a50575cfb14,Kiel,Schleswig-Holstein,Germany,2025-06-10T15:00:00.000Z,10d,94,1007,14,220,5.14,2025-06-10T14:00:00.000Z,78,p2,33,p2
68487444557f4a50575cfb15,Kollow,Schleswig-Holstein,Germany,2025-06-10T15:00:00.000Z,04d,97,1008,14,224,1.34,2025-06-10T14:00:00.000Z,69,p2,27,p2
68487444557f4a50575cfb16,Lauenburg,Schleswig-Holstein,Germany,2025-06-10T15:00:00.000Z,04d,97,1009,14,249,6.43,2025-06-10T14:00:00.000Z,76,p2,32,p2
68487444557f4a50575cfb17,Lubeck,Schleswig-Holstein,Germany,2025-06-10T15:00:00.000Z,10d,93,1008,13,210,5.14,2025-06-10T14:00:00.000Z,75,p2,31,p2
68487444557f4a50575cfb18,Nortorf,Schleswig-Holstein,Germany,2025-06-10T15:00:00.000Z,10d,96,1007,13,249,6.15,2025-06-10T15:00:00.000Z,38,p2,10,p2
68487444557f4a50575cfb19,Wittenborn,Schleswig-Holstein,Germany,2025-06-10T15:00:00.000Z,10d,97,1008,13,236,6.75,2025-06-10T15:00:00.000Z,67,p2,25,p2
68487444557f4a50575cfb1a,Altenburg,Thuringia,Germany,2025-06-10T15:00:00.000Z,01d,56,1012,21,220,5.66,2025-06-10T14:00:00.000Z,65,p2,24,p2
68487444557f4a50575cfb1b,Eisenach,Thuringia,Germany,2025-06-10T15:00:00.000Z,04d,51,1013,22,263,7.76,2025-06-10T14:00:00.000Z,63,p2,23,p2
